recommendationid,voted_up,playtime_h,content,overall_sentiment,emotion,key_phrase,confidence,needs_verification,aspect_graphics_sentiment,aspect_gameplay_sentiment,aspect_story_sentiment,aspect_performance_sentiment,aspect_value_sentiment,aspect_graphics_evidence,aspect_gameplay_evidence,aspect_story_evidence,aspect_performance_evidence,aspect_value_evidence,keywords
198931591,1,70.4,"본편 및 DLC 3회차 도중까지 플레이하여 모든 도전과제 클리어 소감.  상당히 재밌고 맛있게 맵게 잘 만든 소울라이크 한국산 게임.  다른 여러 소울라이크 게임들과 비교해봐도 전투, 스토리, 음악, 조작감, 세계관, 설정, 맵 레벨 디자인, 편의성 등 다양한 측면에서 높은 점수를 줄 수 있는 게임입니다.  단점으로는 초반의 맵과 전투에서의 불합리도와 피로도가 꽤 큰 편이고, 아뮬렛이나 쿼츠로 얻을 수 있는 능력이 플레이경험을 너무 확 바꾸는 것들도 있는데, 이 부분이 약간 호불호 갈릴 수 있을 것 같지만 개인적인 견해로는 지금까지 해본 프롬 사 게임이나 다른 소울라이크 게임들에서 체험했던 플레이경험과 비교했을 때, ""이게 당연히 됐어야 했는데 왜 나중에 가서야 하게 해주지??"" 또는 ""이걸 이렇게 편하게 해주면 안될 것 같은데??""라고 느껴지는 강화요소들이 좀 애매했습니다(특히 퓨리 어택 관련 요소들). 1회차가 제일 어렵고 2회차 3회차쯤은 오히려 수월한게 소울라이크 특징 중 하",POSITIVE,SATISFACTION,"잘 만든 소울라이크, 초반 난이도 아쉬움",0.75,false,NONE,POSITIVE,POSITIVE,NONE,NEGATIVE,,"전투, 조작감, 맵 레벨 디자인 좋음","스토리, 세계관, 설정 좋음",,"초반 불합리도, 퓨리어택 애매",소울라이크@content|전투@content|난이도@content
198924731,1,48.0,소울류 입문자로서 힘들다 근데 재밌다 엘든링은 어떨지 두근거리네,POSITIVE,JOY,소울류 입문 힘들지만 재밌다,0.90,false,NONE,POSITIVE,NONE,NONE,NEUTRAL,,재밌다,,,,소울류@content|입문@content
198914939,1,24.3,난이도가 생겨서 이런류의 게임에 입문해볼수 있게돠ㅣㅁ,POSITIVE,SATISFACTION,입문 난이도로 적절,0.95,false,NONE,POSITIVE,NONE,NONE,NONE,,입문해볼수 있게됨,,,,난이도@content|입문@content
198835534,1,31.3,재밌고 다 좋은데 보스들이 진짜 죄다 하나같이 엇박 지옥임 ㅋㅋㅋㅋㅋ    아오 빡쳐,POSITIVE,ANGER,"보스 엇박은 빡침, 게임은 재밌음",0.90,false,NONE,NEGATIVE,NONE,NONE,POSITIVE,,보스 엇박 지옥,,,재밌음,보스@content|엇박@content
198827948,1,51.0,드디어 엔딩봤네요  이름없는 인형 2페이즈에서만 거의 10시간을 헤멘듯..  DLC 사서 또 달려야겠어요 재밌어요,POSITIVE,SATISFACTION,"어려웠지만 결국 엔딩, DLC 구매 예정",0.90,false,NONE,POSITIVE,NONE,NONE,POSITIVE,,재밌음,,,DLC 구매 의향,엔딩@content|DLC@value
198805047,1,36.8,소울류 좋아하면 무조건 해보는걸 추천,POSITIVE,JOY,소울류 팬에게 강력 추천,0.95,false,NONE,POSITIVE,NONE,NONE,POSITIVE,,소울류 좋아하면 추천,,,추천,소울류@content|추천@value
198800497,1,38.9,본편 : 국산겜이라 큰 기대가 없었는데 생각보다 잘 만들어서 놀랍습니다. 필수 스토리 보스가 무기를 부식시키는 미친 불쾌한 패턴을 가지고있는것이 제가 생각하는 제일 큰 단점이구요. 다른 단점으로는 어떤 무기를 들어도 묘하게 사정거리가 짧게 느껴진다는 점이 있네요 그런데 이건 제가 다른 액션겜에 익숙해서 그런것 같기도 합니다. 여하튼 잘 만든 게임이라서 소울라이크 좋아한다면 세번 추천,MIXED,DISAPPOINTMENT,잘 만들었지만 불쾌한 패턴 존재,0.80,false,NONE,NEGATIVE,NONE,NONE,POSITIVE,,무기 부식 패턴 불쾌,,,잘 만들어서 놀라움,부식@content|불쾌@content|국산겜@other
198740674,1,158.5,도전과제까지 다 깬 게임,POSITIVE,SATISFACTION,도전과제 올클리어,0.90,false,NONE,POSITIVE,NONE,NONE,NONE,,도전과제 완료,,,,도전과제@content
198736494,1,67.5,한국 콘솔의 미래는 밝다.,POSITIVE,JOY,한국 콘솔의 밝은 미래,0.90,false,NONE,NEUTRAL,NEUTRAL,NONE,NEUTRAL,,,,,,콘솔@other
198652772,1,90.5,길찾기가 복잡하지 않아 소울류 입문작으로 하시기 매우 적당합니다. 복잡하지 않다고 했지 게임이 쉽다고는 안했지만 결국 복잡하지 않아서 입문하기 적당합니다.,POSITIVE,SATISFACTION,소울류 입문작으로 매우 적당,0.95,false,NONE,POSITIVE,NONE,NONE,POSITIVE,,길찾기 복잡하지 않아 입문 적당,,,소울류 입문작으로 적당,소울류@content|입문@content
198623594,1,48.3,게임패스로 다깨고도 또 하고싶어서 스팀판까지 사게만든다?  그건 걍 뒤지게 잘만든겜이란거임...,POSITIVE,JOY,스팀판까지 사게 만드는 갓겜,0.98,false,NONE,POSITIVE,NONE,NONE,POSITIVE,,다 깨고도 또 하고 싶음,,,뒤지게 잘 만든 겜,게임패스@value|재미@content
198617438,1,58.9,소울류 처음인데 아직은 어렵지않게 진행중!,POSITIVE,SATISFACTION,소울류 처음인데 어렵지 않음,0.92,false,NONE,POSITIVE,NONE,NONE,NEUTRAL,,어렵지 않게 진행 중,,,,소울류@content|난이도@content
198607983,1,110.8,소울류 성공적으로 입문    지금도 이렇게 어려운 건데 너프 전에는 얼마나 더 어려웠던 건지 ㄷㄷ,POSITIVE,SURPRISE,"소울류 성공적 입문, 너프전은?",0.96,false,NONE,POSITIVE,NONE,NONE,NEUTRAL,,소울류 성공적으로 입문,,,,소울류@content|너프@content|난이도@content
198605550,1,43.2,"이번에 할인과 함께 dlc가 나와 사게 되었습니다. 난이도 변경 시스템 덕에 사람들이 소울류 입문작으로 추천을 할만합니다만은, 기본 난이도 기준으로는 몹들 패턴이나 엘리트 몹들 때문에 입문작이라기보단 다른 게임하고 온 사람에게 맞는 느낌입니다. 맵은 선형적이라 프롬류의 게임에 비해 숨겨진 걸 찾기 어렵다거나 그런게 없기에 길찾기부분에선 확실히 입문 난이도라 할법합니다. 다만, 그렇기때문에 살짝 아쉬운 부분이 있습니다, 중반부에 지역을 골라서 먼저 갈수 있거나 나중에 가거나 하는 자유도가 있었다면 더 좋았을거 같습니다.",MIXED,SATISFACTION,"DLC와 할인, 소울류 입문 난이도 게임",0.80,false,NONE,POSITIVE,NONE,NONE,POSITIVE,,난이도 변경 시스템 덕에 할만함,,,할인과 함께 dlc가 나와 사게 됨,난이도@content|DLC@content
198564072,1,73.9,"정말 재밌는 소울라이크 입니다. 진짜 잘만든 게임.  장점 스토리가 너무 좋아요. 특히 dlc 랑 이어지는 부분이 너무 좋았습니다. 음악도 너무 좋음. 게임하면서 눈물을 흘리는거 좀처럼 쉽지가 않은데 스토리와 음악이 눈물나게 합니다. 액션성도 좋아요. 프롬 소울류 하신분들이면 만족할거임. 타격감 피격감 다 좋고 손맛도 있습니다. 소울라이크 전통을 그대로 이어받았다고 보면 되는 게임이에요. 점수를 주자면 10점에 9.2 정도 줄수 있습니다.   단점  적의 공격은 무조건 엇박이라고 보면 됩니다. 때릴까 말까 식의 엇박이어서 짜증을 유발할수 있습니다. 그리고 중간 중간에 스꼴라 스러운 더러운 몹배치와 일부러 열받게 하는 구간도 가끔 존제 합니다. dlc인 서곡 같은 경우엔 그 똥냄새 나는 더러운 몹배치는 더 심해지고 제작진이 의도한 "" 열받지? ㅋㅋ "" 이런 구간도 상당수 존제합니다.  근데 반대로 생각해보면 그게 소울라이크 맛이라서 이걸 단점이라고 봐야 되나 싶긴하네요. 덩치가 큰  ",POSITIVE,JOY,"스토리, 액션, 음악 모두 훌륭한 소울라이크",0.90,false,NONE,POSITIVE,POSITIVE,NONE,POSITIVE,,액션성 좋고 손맛도 있음,스토리가 너무 좋아요,,소장가치도 좋고 꺼내 먹기 좋음,스토리@content|액션@content|소울라이크@content
198522371,1,72.0,소울라이크 겜을 첨 해봐서 넘 어렵지 않을까 걱정했는데  하길 잘했다는 생각이 들 정도로 넘나 재밌게 했습니다  (물론 어렵긴 했습니다.... ㅋㅋㅋ)    피노키오 동화를 기반으로 한 매력적인 세계관 덕분에  더욱 더 몰입하여 플레이할 수 있었네요    언젠가 나올 후속작도 기대하겠습니다  강추!      + DLC도 무조건 필수....!,POSITIVE,JOY,"소울라이크 입문, 매력적인 세계관",0.85,false,NONE,POSITIVE,POSITIVE,NONE,POSITIVE,,넘나 재밌게 했습니다,매력적인 세계관 덕분에 몰입,,DLC도 무조건 필수,소울라이크@content|세계관@content|DLC@value
198518289,1,21.7,"뉴비가 본편 엔딩까지 재밌게하고 쓰는 리뷰  [장점]  비쥬얼 아트, 사운드가 진짜 좋음. 최적화도 깔끔함.  무기 시스템이 재밌었음. 성능충이라 결국에는 나중에 한개만 쓰긴 했음.  길이 친절함. 몇 갈래 길이 있긴 해도 대충 따라가다 보면 진행이 가능하다.   스타게이저 1개로 여러 길이 숏컷으로 묶여 있는 구조인데 이게 맵 설계가 잘 되어있는 느낌.  단점 일수도 있는데 패링 회피 방어 등의 전투방법이 하나로 국한되어 있지 않음. 상대마다 유리한게 달라진다.  약점 속성에 따른 리턴 값이 확실한 대미지.  스토리가 너무 복잡하지 않음. 나처럼 수집품이나 대화를 좀 흘려보는 스타일도 대충 이해가 가능함.    [단점]  보스 방과 스타게이저 사이에 뭐를 끼워놓을때가 있는데,   빡치는가? 하면 아니고 친절한가? 하면 아니다. 의미 없다고 느껴짐.  필드 돌아다니면서 위험한 곳에 있는 파란색 아이템이 좋은게 없었던 거 같음. 탐험의 기대가 적음.  슈퍼 아머를 가진 잡몹이 너무 많",POSITIVE,SATISFACTION,"비쥬얼, 사운드, 최적화, 스토리 만족",0.90,false,POSITIVE,POSITIVE,POSITIVE,POSITIVE,NONE,"비쥬얼 아트, 사운드가 진짜 좋음",무기 시스템이 재밌었음,스토리가 너무 복잡하지 않음,최적화도 깔끔함,,비쥬얼@technical|사운드@technical|최적화@technical
198513038,1,26.8,"다크소울3,2,1, 블러드본(한 10시간정도?) 엘든링. 해본입장으로써 너무 재밌네요. 이정도의 한국 콘솔 게임이라니 감격",POSITIVE,JOY,한국 콘솔 게임 감격스러울 정도,0.95,false,NONE,POSITIVE,NONE,NONE,NONE,,너무 재밌네요,,,,재미@content|콘솔@other
198496500,1,4.0,아버지는 모르겠고 소피아 언니 나랑 결혼해줘요ㅅㅂ 너무 예뻐 언니가 나의 미래다 내 미래 언니에게 줄게 내꺼하자내가널사랑해,POSITIVE,JOY,소피아 언니 사랑해요,0.95,false,POSITIVE,NONE,NONE,NONE,NONE,소피아 언니 너무 예뻐,,,,,소피아@content
198445451,1,27.2,"소울류 게임 중에 난이도 제외하면 가장 무난하고 재미있는 작품.  소울류라하면 어려운 난이도와 길 찾기로 입문 장벽이 높다는 느낌이 강하지만 피의 거짓은 무기 조합 혹은 특성(P 기관)에 따라서 다른 소울류보다 난이도 조정이 스스로 가능한 느낌이다. 물론 업데이트를 통해 난이도 자체를 조정할 수 있게 바뀌었지만 그 전에도 조합 혹은 특성에 따라 더 쉽게하는 방법도 다양했다. 좋은 배경 음악과 OST 그리고 직관적인 스토리가 다른 소울류와 비교하면 굉장히 좋다. 본가 프롬 스프트의 소울류는 결국 유저가 스스로 찾아보거나 해야하는 스토리인 반명 해당 작품은 스토리를 따라가면 자연스럽게 스토리에 이입할 수 있다.  본인은 해당 작품을 소울류 입문작으로 추천하며 이 게임을 통해 소울류에 입문, 재미를 찾아  다른 소율류도 접하실 수 있는 기회가 되면 좋을 것 같다.",POSITIVE,SATISFACTION,"소울류 입문으로 추천, 쉬운 난이도",0.90,false,NONE,POSITIVE,POSITIVE,NONE,POSITIVE,,무난하고 재미있는 작품,직관적인 스토리,,소울류 입문작으로 추천,소울류@content|난이도@technical|스토리@content
198441475,1,50.8,"키 배열이나 UI, 게임 시스템 등 프롬 게임을 너무 많이 참고한 느낌이 있지만 그래도 프롬 게임들의 재미를 아주 충실히 계승했다. 나름대로 자체적인 시스템도 추가되어 있는데, 패시브 스킬 역할을 하는 P기관이라든지 리전, 무기 조합 등의 시스템도 은근 빌드 짜는 재미가 있다. 편의성 면에서도 NPC 이벤트가 있는 경우 별바라기에서 표시해주고 보스 도전하다 사망 시 에르고는 보스 방 안이 아니라 문 앞에 떨궈준다는 점이 좋았다. 챕터 중후반부부터는 보스전도 꽤나 재미있고, 패턴도 일부 보스 빼고는 불합리하지 않고 난이도도 적당히 매워서 오랜만에 가슴 두근두근거리는 느낌을 받음.  다만 프롬 게임들과는 달리 대부분 보스들이 멋이 별로 없다. 특히 초반 보스들은 4~5마리 연속으로 패턴도 단순하고 정적이고 재미 없는 보스들만 나오기 때문에 초반에 재미 붙이기 어려움. 패턴이 단순하다고 쉬운 것도 아닌 게, 체력이 높아서 패턴은 거의 파악했는데도 죽는 경우가 생기는데 이러면 기분이 더 안",POSITIVE,SATISFACTION,"프롬 게임 재미 계승, 자체 시스템 추가",0.85,false,NONE,POSITIVE,NONE,NONE,NONE,,프롬 게임 재미 계승,,,,프롬@content|시스템@technical|보스@content
198437678,1,43.5,개인적으로 너무 재미있었다. 추가 dlc나 후속작이 나온다면 무조건 구매해서 플레이 할듯,POSITIVE,JOY,"너무 재미있었다, DLC 기대",0.95,false,NONE,POSITIVE,NONE,NONE,NONE,,너무 재미있었다,,,,재미@content|DLC@content
198427488,1,31.7,"--단점--  1아이템, 1 매복 몬스터 앤딩까지 가도 감이 안잡히는 퍼펙트가드 타이밍  --장점-- 단점 외 모든것 좋은 스토리, 음악 다양한 전투 방식  (회피+빠른 무기, 중량 무기+가드, 패링) 선형적인 맵구조 개념 세이브 포인트 조력자 차용",POSITIVE,SATISFACTION,단점 외 모든 것이 장점,0.90,false,NONE,POSITIVE,POSITIVE,NONE,NONE,,다양한 전투 방식,좋은 스토리,,,스토리@content|전투@content|가드@technical
198336414,1,144.5,소울라이크 중에서 단연 최고입니다. 특히 전투의 재미는 저에게 세키로 이후에 최고의 게임이에요.,POSITIVE,JOY,소울라이크 중 전투 최고,0.95,false,NONE,POSITIVE,NONE,NONE,NONE,,전투의 재미는 세키로 이후 최고,,,,소울라이크@content|전투@content
198328437,1,150.4,legendary,POSITIVE,JOY,전설적인 게임,0.80,false,NONE,NONE,NONE,NONE,NONE,,,,,,legendary@other
198326319,1,88.1,스토리 좋고 전투도 재밋고 잘만듬,POSITIVE,JOY,"스토리, 전투 모두 만족",0.90,false,NONE,POSITIVE,POSITIVE,NONE,NONE,,전투 재밋음,스토리 좋음,,,스토리@content|전투@content
198319841,1,18.3,소울 게임의 정석  보스는 너무 심심했다,MIXED,DISAPPOINTMENT,"소울 게임 정석, 보스는 심심",0.85,false,NONE,POSITIVE,NONE,NONE,NONE,,소울 게임의 정석,,,,소울 게임@content|보스@content
198317670,1,65.9,갓겜입니다 들어오세요,POSITIVE,JOY,"갓겜, 무조건 추천",0.90,false,NONE,NONE,NONE,NONE,NONE,,,,,,갓겜@other
198423962,1,108.5,피구라DLC 이후로 스토리도 어느정도 탄탄해진거 같아서 프롬외 소울류겜들 중에 제일 재밌는 작품이 된거 같아요,POSITIVE,JOY,"DLC 이후 스토리 탄탄, 소울류 겜 중 최고",0.95,false,NONE,POSITIVE,POSITIVE,NONE,NONE,,프롬외 소울류겜들 중에 제일 재밌음,피구라DLC 이후 스토리 탄탄해짐,,,소울류@content|스토리@content
198417525,1,99.4,좋은 평가를 받고 있는 게임이지만 이조차도 과소평가되었다고 생각함. 엘든링 같이 오픈 월드 구조를 제외한 선형 구조 소울라이크 중 탑급 입니다.,POSITIVE,SATISFACTION,과소평가된 탑급 선형 소울라이크,0.90,false,NONE,POSITIVE,NONE,NONE,NONE,,선형 구조 소울라이크 중 탑급,,,,소울라이크@content|탑급@value
198348688,1,11.1,"몇개월 전부터 할까말까, 하다가 결국 난이도 조절있다는 말에 시작했습니다.   듣던 대로 맵은 좁은데, 필히 지나가는 길에 몹이 밀집도가 있어서 낙사, 어쩌고 죽으면 무조건 마주쳐야하는 피곤함은 존재하네요. 저는 망자가 아니라서, 쉬운 난이도로 시작했는데, 극초반이라 첫보스는 잡을만했어요. 알고 시작한 거라 뭐 괜찮은데, 짧게짧게 해야겠어요.",MIXED,DISAPPOINTMENT,"좁은 맵, 몹 밀집도, 낙사로 피곤함",0.80,false,NONE,NEGATIVE,NONE,NONE,NONE,,"좁은 맵, 몹 밀집도, 낙사 피곤함",,,,난이도@content|맵@content|낙사@content
